CRS_CODE,CRS_NAME
ZMIRQ8Z1P,M.Phil. CLASSICS
ZMIRK3Z1P,M.Phil. ENV STUDIES
ZMIRA3ECP,Coll Dip CMNTY BSD REHAB
ZMIRV1UKP,M.A. ANGLO-SAXON STD
ZMIRY4U9P,M.A. AREA STUDS (LA)
ZMIRV116U,B.A. HISTORY (BR IB)
ZMIRJ6EFP,PG Non-Deg POST-M.SC.(MAN)
ZMIRV1U1P,M.A. HIST (ENG & EUR)
ZMIRH3U5P,M.Sc. OCEAN ENG
ZMIRK1E3P,Pre-Dip Cert ARCHIT (F.E.P.)
ZMIRK4E1P,Coll Dip DEVEL PLANNING
ZMIRB9Z3P,M.Phil. SPEECH SCIENCES
ZMIRF3ZAP,M.Phil. MEDICAL PHYSICS
ZMIRQR63U,B.A. LATIN/ITAL STUD
ZMIRQQ9XU,B.A. AKKADIAN/HEBREW
ZMIRY1EFP,PG Non-Deg SCIENCE RESRCH
ZMIRA41EU,DENTISTRY
ZMIRL6E4P,Grad Dip SOCIAL ANTHROPOL
ZMIRHJ36U,B.Eng. NAV ARCH/OC ENG
ZMIRM3Z1P,M.Phil. LAW
ZMIRA9ZAP,M.Phil. BEHAVIOURAL SCI
ZMIRT1U5P,M.A. E EURO LANG&LIT
ZMIRA4EKP,M.Orth. R.C.S. ORTHODONTICS
ZMIRH609U,M.Eng. ELEC W OPTO EUR
ZMIRM98EU,UG Non-Deg SOC STUD SPEC CS
ZMIRA2Z2P,M.Phil. MINRL TISS BIOL
ZMIRK1U2P,M.Sc.(Arch) ARCHITECTURE
ZMIRK1KDP,PG Dip BENV:CNS RF MAN
ZMIRA4ZBP,M.Phil. BIOSTATS-C DENT
ZMIRB9UEP,M.Sc. SOCIAL EPIDEMIOL
ZMIRRQ21U,B.A. GERMAN & LING
ZMIRV62EU,UG Non-Deg MED ARCL FULL CS
ZMIRAZZPP,M.Phil. PRIMARY CARE
ZMIRC9Z6P,M.Phil. IMMUNOLOGY
ZMIRC30EU,Affil - Cat 1 ZOOLOGY
ZMIRC56AU,B.Sc. (Intercal) MEDICAL MICRO
ZMIRJ8Z1P,M.Phil. BIOENGINEERING
ZMIRF6E3P,Coll Dip GEOPHYSICS
ZMIRH6E3P,Grad Dip INFORMATION TECH
ZMIRA3ZEP,M.Phil. DERMATOLOGY
ZMIRM32EU,UG Non-Deg LAWS FULL COURSE
ZMIRT2U2P,M.A. DUTCH
ZMIRC8ZBP,M.Phil. PSYCHOANALYSIS
ZMIRH3Z1P,M.Phil. MECHANICAL ENG
ZMIRQ9Z1P,M.Phil. HEBR & JEWSH ST
ZMIRB1Z1P,M.Phil. PHYSIOLOGY
ZMIRA4EYP,Affil - Cat 1 PROSTHETIC DENT
ZMIRW1S1P,Higher Dip FINE ART
ZMIRA4ERP,Affil - Cat 1 RADIOLOGY
ZMIRF375U,M.Sci. PHYS W CLIM SCI
ZMIRV6UBP,M.A. MEDIEV ARCHAEOL
ZMIRRRGTU,B.A. GERMAN &SWEDISH
ZMIRG4Z1P,M.Phil. STATISTICAL SCI
ZMIRA3Z6P,M.Phil. GERONTOLOGY
ZMIRH1ENP,Affil Research ENGINEERING
ZMIRF4Z1P,M.Phil. ARCHAEOLOGY
ZMIRA3Z9P,MEDICAL SCIENCES
ZMIRV680U,B.Sc. ARCHAEOL CONSRV
ZMIRV96EU,FINE ART NONDIP
ZMIRQQ31U,B.A. ENGLISH & LING
ZMIRB9EPP,PG Non-Deg MEDIC NON-DEG
ZMIRB90EU,UG Non-Deg MEDIC NON-DEG
ZMIRC8U5P,M.Sc. EXP METH IN PSY
ZMIRT222U,B.A. DUTCH
ZMIRP12EU,UG Non-Deg LIB/ARCH FULL CS
ZMIRV6Z4P,M.Phil. ARCHAEOMETALL
ZMIRP1E1P,Coll Dip ARCHIVE STUDIES
ZMIRF3T2U,B.Sc. PHYS W EUR LANG
ZMIRA3EJP,Grad Dip SPEECH LANG PATH
ZMIRC8Z4P,M.Phil. COGNITIVE SCI
ZMIRA3ZLP,M.Phil. ENDOCRINOLOGY
ZMIRT100U,B.A. EELLRS/COMBINED
ZMIRR4U3P,M.A. SPAN/LAT AMR ST
ZMIRV1UHP,M.A. HIST (ANCIENT)
ZMIRK4Z1P,M.Phil. PLANNING STUDS
ZMIRV1UDP,M.A. CENT & EE HIST
ZMIRH804U,M.Eng. CHEM ENG / AMER
ZMIRR9Z1P,M.Phil. EUROPEAN STUDS
ZMIRAZZ6P,M.Phil. MED (CLIN STUDS)
ZMIRLV11U,B.Sc.(Econ) ECON AND HIST
ZMIRF365U,B.Sc. PHYS W SPCE SCI
ZMIRA4Z4P,M.Phil. RESTORATIVE DENT
ZMIRA3ZIP,M.Phil. INTNS CARE MEDIC
ZMIRA3ZHP,M.Phil. PHYSIOLOGY
ZMIRC1Z7P,M.Phil. CELL BIOL/CYTOL
ZMIRH3HPU,M.Eng. MECHENG W BIOEN
ZMIRM9Z1P,M.Phil. SOCIAL SCIENCES
ZMIRC9Z3P,M.Phil. IMMUNOLOGY
ZMIRF9Z4P,M.Phil. GEODESY
ZMIRT191U,B.A. EELLRS COMB
ZMIRY4U6P,M.A. AREA STUDS(EUR)
ZMIRB16AU,B.Sc. (Intercal) CELL PATH
ZMIRVV64U,B.A. MEDARC &HISTART
ZMIRH635U,B.Eng. E ENG W OPTELEC
ZMIRH6Z1P,M.Phil. ELEC ENG
ZMIRP1U2P,M.A. LIB & INF STUDS
ZMIRG1RXU,M.Sci. MATHS W EURLANG
ZMIRB2Z1P,M.Phil. PHARMACOLOGY
ZMIRAZZKP,M.Phil. HEPATOLOGY
ZMIRY1EKP,PG Non-Deg SCIENCE SPEC CS
ZMIRC6Z3P,M.Phil. MOLEC PATHOL
ZMIRH2Z7P,M.Phil. NONLINEAR DYNAM
ZMIRF4Z2P,M.Phil. ARCHAEOL (CONS)
ZMIRAZZAP,M.Phil. HISTOPATHOLOGY
ZMIRH2Z6P,M.Phil. TRANSPORT STUDS
ZMIRAZZNP,M.Phil. MOLEC PHARMACOL
ZMIRF3Z5P,M.Phil. RADIATION PHYS
ZMIRR2Z1P,M.Phil. GERMAN
ZMIRK48EU,Coll Cert DEVEL PLANNING
ZMIRK1Z1P,M.Phil. ARCHITECTURE
ZMIRV6U9P,M.Sc. ARCHAEOMETAL
ZMIRF6Z7P,M.Phil. HYDROGEOLOGY
ZMIRF445U,B.A. GK &RM ARCHAEOL
ZMIRK42EU,Coll Cert DEVEL PLANNING
ZMIRQ1C8U,B.A. LING W COG SCI
ZMIRC3U1P,M.Sc. VERT PALAEONTOL
ZMIRT97EU,UG Non-Deg ARTS FULL CS
ZMIRV92EU,UG Non-Deg ARTS FULL CS
ZMIRM1Z5P,M.Phil. CRIME SCIENCE
ZMIRV6E4P,Affil - Cat 1 ARCHAEOMETALL
ZMIRC62AU,B.Sc. (Intercal) MOLECULAR BIOL
ZMIRT9EPP,PG Non-Deg ARTS NON-DEG
ZMIRC1Z2P,M.Phil. EMBRYOL/DEV BIOL
ZMIRLL16U,B.Sc.(Econ) ECON & SOC ANTH
ZMIRA3EXP,Affil Research CLINICAL STUDS
ZMIRF3Z7P,M.Phil. IMAGE PROCESSNG
ZMIRJ8ENP,Affil Research BIOTECH(IPGDIP)
ZMIRF9Z1P,M.Phil. REMOTE SENSING
ZMIRV6E2P,Affil - Cat 1 EGYPTOLOGY
ZMIRA9ZZP,M.Phil. CHILD HEALTH
ZMIRL6S1P,Diploma MATERIAL CULTURE
ZMIRY15EU,UG Non-Deg C-U NON-DEGREE
ZMIRM9U9P,M.A. SEES:CNTMP STUDS
ZMIRB9E9P,Grad Dip PHYSIOTHERAPY
ZMIRA4ETP,Affil - Cat 1 ANAESTHETICS
ZMIRK4EPP,Grad Dip D&P:COSMO DEVEL
ZMIRA3EAP,Coll Dip PAED GASTROENT
ZMIRA9ZIP,M.Phil. MOLEC HAEMATOL
ZMIRH230U,B.Eng. MUNICIPAL ENG
ZMIRB26EU,Affil - Cat 1 TOXICOLOGY
ZMIRC92BU,B.Sc. (Intercal) CLIN IMMUNOL
ZMIRA3ZAP,M.Phil. MED (CLIN STUDS)
ZMIRF3Z1P,M.Phil. IMAGE PROCESSNG
ZMIRT96EU,UG Non-Deg ARTS FULL/AUD
ZMIRAZZYP,M.Phil. MOLEC BIOL/BACT
ZMIRH812U,M.Eng. CHEMENG /FRANCE
ZMIRV6Z1P,M.Phil. ARCHAEOLOGY
ZMIRA3ETP,Coll Cert TROPICAL OPHTHL
ZMIRH2Z4P,M.Phil. PHOTOGRAMMETRY
ZMIRK1U1P,M.Sc. ARCHITECTURE
ZMIRF4Z9P,M.Phil. MATERIALS SCI
ZMIRAZZJP,M.Phil. INFECTS DISEASES
ZMIRC20EU,Affil - Cat 1 BOTANY
ZMIRC8Z5P,M.Phil. PSYCHOLOGY
ZMIRH2U9P,M.Sc. PHOTOGRAMMETRY
ZMIRV632U,B.A. EGYPTN ARCHAEOL
ZMIRB1ZBP,M.Phil. NEUROSCIENCE
ZMIRH2Z8P,M.Phil. ENVIRONMNTL ENG
ZMIRA4EJP,Affil - Cat 1 ORAL MEDICINE
ZMIRA4ZAP,M.Phil. ORAL BIOL-C DENT
ZMIRQSZ1P,M.Phil. COMPARATIVE LIT
ZMIRF4Z5P,M.Phil. ARCHAEOLOGY
ZMIRA200U,B.D.S. DENTISTRY(2BDS)
ZMIRR4U2P,M.A. ROMNCE LANG/LIT
ZMIRV148U,B.A. HISTORY (BR IA)
ZMIRK3Z2P,ENV STUDS
ZMIRA3ZFP,M.Phil. PATHOLOGY
ZMIRASZGP,M.Phil. MOLEC ENDOCRIN
ZMIRC7Z7P,M.Phil. BIOCHEMISTRY
ZMIRH3Z2P,M.Phil. OC ENG/NAV ARCH
ZMIRB14EU,Affil - Cat 1 TOPOGRAPH ANAT
ZMIRG50AU,B.Sc. (Intercal) COMP SCI
ZMIRC1Z5P,M.Phil. DEVELOPMENT BIOL
ZMIRF4UBP,M.A. MEDIEV ARCHAEOL
ZMIRSOTNU,Intercoll SOUTHAMPTON
ZMIRV9EKP,PG Non-Deg ARTS SPEC CS
ZMIRC7Z2P,M.Phil. BIOLOGICAL CHEM
ZMIRA4Z2P,M.Phil. ORAL SURGERY
ZMIRT9EFP,PG Non-Deg ARTS RESRCH
ZMIRF2U1P,M.Res. MATERIALS PREPRN
ZMIRF4U5P,M.A. CULT HERTG &P A
ZMIRA4ZCP,M.Phil. CELL BIOL-C DENT
ZMIRC8E3P,Coll Dip BEHAV PSYCHOTHR
ZMIRH12EU,UG Non-Deg ENGIN FULL CS
ZMIRB985U,B.Sc. PODIATRY
ZMIRF3Z9P,M.Phil. PHYSICS
ZMIRF9Z2P,M.Phil. REMOTE SENSING
ZMIRK93EU,UG Non-Deg ARCH/ENV SPEC CS
ZMIRM95EU,UG Non-Deg C-U NON-DEGREE
ZMIRAZZ3P,M.Phil. RHEUMATOLOGY
ZMIRP1U4P,M.A. O'S REC MAN &AA
ZMIRF3Z2P,M.Phil. PHYSICS
ZMIRL6Z3P,M.Phil. ANTHROPOLOGY
ZMIRK46EU,Coll Cert DEVEL PLANNING
ZMIRV1UNP,M.A. HISTORY
ZMIRK44EU,Coll Cert DEVEL PLANNING
ZMIRF5Z1P,M.Phil. ASTRONOMY
ZMIRA9E6P,Coll Cert EYEDIS CONT STR
ZMIRF4Z8P,M.Phil. EGYPTOLOGY
ZMIRA400U,B.D.S. DENTISTRY(3BDS)
ZMIRV63EU,UG Non-Deg MED ARCL SPEC CS
ZMIRB91AU,B.Sc. (Intercal) EPIDEMIOLOGY
ZMIRC2Z1P,M.Phil. BOTANY
ZMIRH8SSU,M.Eng. CHEM ENG / ABRD
ZMIRL6U1P,M.A. ANTHROP OF ART
ZMIRM9U2P,M.A. SEES: CENT/E EUR
ZMIRQSZ7P,M.Phil. TRANSLATION STD
ZMIRTV11U,B.A. EELLRS/HISTSOC
ZMIRQ1Z2P,M.Phil. HUMAN COMMUNICN
ZMIRP1S1P,Diploma ARCHIVE STUDIES
ZMIRRR28U,B.A. GERMAN &RUSSIAN
ZMIRAZZHP,M.Phil. NEUROSCIENCE
ZMIRA3ZTP,M.Phil. SEX TRANS DISEAS
ZMIRG1Z1P,M.Phil. MATHEMATICS
ZMIRF1FFU,M.Sci. CHEM W MATR SCI
ZMIRGSGSU,M.Sci. COMP SC W MATHS
ZMIRB2E2P,Affil Research PHARMACOLOGY
ZMIRF8Z6P,M.Phil. GEOGRAPH INF SCI
ZMIRK4E2P,Coll Dip URB PLAN PRC DC
ZMIRK92EU,UG Non-Deg ARCH/ENV FULL CS
ZMIRK4Z3P,M.Phil. HOUSING
ZMIRC1Z4P,M.Phil. CELL BIOLOGY
ZMIRC3Z1P,M.Phil. ZOOLOGY
ZMIRV6CEU,Coll Cert ARCHAEOL CONSRV
ZMIRA9ZMP,M.Phil. PHYSIOLOGY
ZMIRF3Z6P,M.Phil. SPCE &CLIM PHYS
ZMIRV90EU,UG Non-Deg ARTS NON-DEG
ZMIRA3Z5P,M.Phil. GENETICS
ZMIRA3ZVP,M.Phil. AIDS & HIV INFEC
ZMIRAZZ4P,M.Phil. MED (CLIN STUDS)
ZMIRB9Z5P,M.Phil. HUMAN COMNCN SCI
ZMIRA9ZGP,M.Phil. MOLEC EMBRYOLOGY
ZMIRY4U7P,M.A. AREA STUDIES
ZMIRTQ21U,B.A. DUTCH AND LING
ZMIRC1ZDP,M.Phil. CELL BIOLOGY
ZMIRF8U7P,M.Sc. GGIS
ZMIRH2E9P,Grad Dip PHOTOGRAMMETRY
ZMIRK4ELP,Grad Dip D&P:URBN HOUSING
ZMIRL4U2P,M.Res. HLTH SERV R & P
ZMIRC7Z1P,M.Phil. BIOCHEMISTRY
ZMIRK4ERP,Grad Dip D&P:EC URB MCE
ZMIRG5S1P,Diploma COMP MAN STUDS
ZMIRH2Z3P,M.Phil. SOIL MECHANICS
ZMIRK1E2P,Pre-Dip Cert ARCHIT (A.S.P.)
ZMIRK1EQP,Coll Cert BENV:AD ARCH ST
ZMIRV6UEP,M.Sc. BIOARCL & GEOARC
ZMIRAZZQP,M.Phil. BIOCHEM/BIOPHYS
ZMIRB9E1P,Coll Dip ORAL HEALTH EDUC
ZMIRFF13U,B.Sc. CHEM & PHYSICS
ZMIRM96EU,UG Non-Deg SOCSTUD FULL/AUD
ZMIRC9Z2P,M.Phil. CONSERVN/ECOLOGY
ZMIRK200U,B.Sc. BUILDING
ZMIRQ70EU,Affil - Cat 1 GREEK
ZMIRH681U,M.Eng. E ENG W OPTELEC
ZMIRF9Z3P,M.Phil. REMOTE SENSING
ZMIRV1Z1P,M.Phil. HISTORY
ZMIRH2Z1P,M.Phil. CIVIL ENG
ZMIRK9EPP,PG Non-Deg ARCH/ENV NON-DEG
ZMIRA9ZOP,M.Phil. EPIDEMIOLOGY
ZMIRF3U1P,M.Sc. CRYSTALLOGRAPHY
ZMIRAZZDP,M.Phil. IMMUNOLOGY
ZMIRH6Z2P,CONTROL ENG
ZMIRF4ENP,Affil Research EGYPTOLOGY
ZMIRF642U,B.Sc. CRYSTAL &MINSCI
ZMIRH340U,B.Eng. MECHENG W BIOEN
ZMIRP1Z2P,M.Phil. LIBR & INF STUDS
ZMIRB1Z5P,M.Phil. NEUROSCIENCE
ZMIRRQ27U,B.A. GERMAN & GREEK
ZMIRB6Z2P,M.Phil. E.N.T. PATHOLOGY
ZMIRJ9Z1P,M.Phil. FLUID MECHANICS
ZMIRM9U4P,M.A. SEES:RUS FMR SU
ZMIRT9U2P,M.A. COMPARATIVE LIT
ZMIRG5Z3P,M.Phil. COMPUTER SCIENCE
ZMIRC4Z2P,M.Phil. GENETICS
ZMIRA3ZXP,M.Phil. UROLOGY
ZMIRT9E1P,Affil - Cat 1 COMPARATIVE LIT
ZMIRL1U3P,M.Sc. ECON URB CITY EC
ZMIRV645U,B.A. GK & RM ARCL
ZMIRM9U1P,M.A. SEES: NATN&IDENT
ZMIRJ6ECP,PG Non-Deg POST M.SC. N.A.
ZMIRM97EU,UG Non-Deg SOC STUD FULL CS
ZMIRR8U1P,M.A. RUSSN LANG/LIT
ZMIRH8Z2P,M.Phil. CHEMICAL ENG
ZMIRJ80AU,B.Sc. (Intercal) BIOTECHNOLOGY
ZMIRQ3E4U,Affil - Cat 1 ENGLISH (ACAD)
ZMIRQ902U,B.A. A.EGYPT/BIBHEBR
ZMIRH8E4P,Coll Dip CHEMICAL ENG
ZMIRF37AU,B.Sc. (Intercal) MEDICAL PHYSICS
ZMIRR4Z1P,M.Phil. SPAN/LAT AMR ST
ZMIRV65EU,UG Non-Deg C-U NON-DEGREE
ZMIRB9E3P,Coll Dip DEVEL LANG STUDS
ZMIRAZZ8P,M.Phil. PATHOLOGY
ZMIRH3E5P,Coll Dip OCEAN ENG
ZMIRF4UEP,M.Sc. BIOARCL & GEOARC
ZMIRC4Z4P,M.Phil. HUMAN GENETICS
ZMIRK2Z1P,M.Phil. BUILDING MANGMNT
ZMIRV6UAP,M.A. CER & LITH TECHS
ZMIRQ1Z3P,M.Phil. LINGUISTICS
ZMIRP1E3P,Coll Cert ARCHIVE ADMIN
ZMIRV9EFP,PG Non-Deg ARTS RESRCH
ZMIRK96EU,UG Non-Deg ARCH/ENV NON-DEG
ZMIRA3ZBP,M.Phil. MICRO/BACTERIOL
ZMIRF310U,B.Sc. APPLIED PHYSICS
ZMIRT2Z1P,M.Phil. DUTCH
ZMIRR4R1U,B.A. SPANISH W FRNCH
ZMIRF4Z4P,M.Phil. ARCHAEOMETALL
ZMIRLSZ4P,M.Phil. GENDER STUDIES
ZMIRF391U,M.Sci. MEDICAL PHYSICS
ZMIRA4Z8P,M.Phil. BIOMATRLS-C DENT
ZMIRC5Z1P,M.Phil. MICROBIOLOGY
ZMIRH2E1U,Coll Cert AIR SURVEY PHOT
ZMIRB92EU,UG Non-Deg MEDIC FULL CS
ZMIRC2Z2P,M.Phil. PLANT PATHOLOGY
ZMIRH3E7P,Grad Dip NON-DESTRC EVAL
ZMIRC4Z5P,M.Phil. GENETICS
ZMIRN9ERP,Affil Research TRANSPORT STUDS
ZMIRL32BU,B.Sc. SOCIOLOGY
ZMIRK1ETP,Coll Cert BENV:URBAN DESN
ZMIRH15EU,UG Non-Deg C-U NON-DEGREE
ZMIRP1EFP,PG Non-Deg LIB/ARCH RESRCH
ZMIRC1ZFP,M.Phil. CELL BIOLOGY
ZMIRF1F2U,B.Sc. CHEM W MATR SCI
ZMIRC1ZCP,M.Phil. BIOLOGICAL SCI
ZMIRH620U,B.Eng. ELEC &COMMS ENG
ZMIRH1EKP,PG Non-Deg ENGIN SPEC CS
ZMIRQ3Z1P,M.Phil. ENGLISH
ZMIRY4UDP,M.A. AREA STUDS(AFR)
ZMIRC910U,B.Sc. ECOLOGY
ZMIRK4E3P,Coll Dip DESIGN &PLAN ED
ZMIRV626U,B.A. MEDIEV ARCHAEOL
ZMIRV6Z3P,M.Phil. ORIENTAL STUDS
ZMIRG4HSU,B.Sc. COMP SC W E ENG
ZMIRL6U2P,M.A. MATERIAL CLTURE
ZMIRBSZAP,M.Phil. NEUROSCIENCE
ZMIRJ9Z2P,M.Phil. PUBL HEALTH ENG
ZMIRRR7RU,B.A. NORWEG &ICELAND
ZMIRV602U,B.Sc. ARCHAEOLOGY
ZMIRH2Z9P,M.Phil. CONCRETE TECHNOL
ZMIRX3U4P,M.Sc. EDUC PSYCHOLOGY
ZMIRK258U,B.Sc. PRJ MAN CONSTRN
ZMIRF9Z6P,M.Phil. GEODESY & NAVIGN
ZMIRM9EFP,PG Non-Deg SOC STUD RESRCH
ZMIRF480U,B.Sc. ARCHAEOL CONSRV
ZMIRV6Z6P,M.Phil. ARCHAEOLOGY
ZMIRC530U,B.Sc. MEDICAL MICRO
ZMIRT120U,B.A. BULGARIAN
ZMIRT9EKP,PG Non-Deg ARTS SPEC CS
ZMIRV5Z2P,M.Phil. H.P. SCI/MEDIC
ZMIRK1KGP,PG Dip BENV:LNDSCP DES
ZMIRV6ENP,Affil Research EGYPTOLOGY
ZMIRY13EU,UG Non-Deg SCIENCE SPEC CS
ZMIRF8E7P,Grad Dip GGIS
ZMIRF374U,B.Sc. PHYS W CLIM SCI
ZMIRM33EU,UG Non-Deg LAWS SPEC COURSE
TMSBENSING01,MSc Biochemical Engineering
TMSASTSPHY01,MSc Astrophysics
TMHARCSING01,MArch Architecture
TMHARCSDES01,MArch Architectural Design
TMASPASROM01,MA Romance Languages and Literatures
TMAHEBSMIS01,MA Modern Israeli Studies
TMAHEBSJEW01,MA Hebrew and Jewish Studies
TMAFRESLIT01,MA French and Literary Theory
TMAFRESFTL01,MA French and Theory of Literature
TAFPUBSING01,Affil - Cat 1 Public Policy
TAFPSYSING01,Affil - Cat 1 Psychology
TAFOPHSMGN01,Affil - Cat 1 Molecular Genetics
TAFNAVSING01,Affil - Cat 1 Naval Architecture
TAFEDISMCD01,Affil - Cat 1 Post-MClinDent Training Programme
TAFEDISING01,Affil - Cat 1 Microbiology
TAFCIVSING01,Affil - Cat 1 Civil Engineering
TAFCHESING01,Affil - Cat 1 Chemistry
RRDPHOSING02,Research Degree:  Phonetics and Linguistics
RRDPHOSING01,Research Degree:  Phonetics and Linguistics
RRDSTSSING01,Research Degree:  Science and Technology Studies
RRDGCNSING01,Research Degree:  Gatsby Computatnl Neurosci Unit
RRDBOCSING01,Research Degree:  Biochemistry & Molecular Biology
RRDBENSING01,Research Degree:  Biochemical Engineering
DDNCOMSVEI01,"EngD Virtual Env, Imaging & Visualisation"
ZMIRC8EHP,Grad Dip APPLD HYPNOSIS
ZMIRC8UHP,M.Sc. APPLD HYPNOSIS
ZMIRB6U3P,M.Sc. TECHNICL AUDIOL
ZMIRC8UKP,M.Sc. HYPN APP TO RES
ZMIRB6E1P,Grad Dip TECHNICL AUDIOL
ZMIRC8KKP,PG Dip HYPN APP TO RES
ZMIRC8EUP,Coll Cert HYPN AP TO DENT
TCPEPDSALP01,PG Cert Adult Learning & Professional Devel
TPPPETSING01,PG Dip Petroleum Technology
TCPCHISHIN01,PG Cert Health Informatics
TCPHYPSDEN01,PG Cert Hypnosis Applied to Dentistry (Modular)
TPGPRISHEA01,Grad Dip Primary Health Care
TMSTELSEGN01,MSc Telecom Engineering
TMSEINSAUD01,MSc Audiology
TCEHYPSMED01,Coll Cert Hypnosis Applied to Medicine (Modular)
TCEHYPSCLA01,Coll Cert Clinical and Applied Hypnosis (Modular)
ZMIRA9ZDP,M.Phil. DEVEL BIOL
ZMIRGG4MU,B.Sc. (Intercal) STATS & COMPSCI
ZMIRH61SU,M.Eng. ELECTRONIC ENG
ZMIRAZZ9P,M.Phil. ENDOCRINOLOGY
ZMIRC8Z6P,M.Phil. HEALTH PSYCHOL
ZMIRA3ZDP,M.Phil. PAEDIATRICS
ZMIRF6Z4P,M.Phil. GEOPHYSICS
ZMIRV95EU,UG Non-Deg ARTS FULL/AUD
ZMIRA40EU,L.D.S. L.D.S. COURSE
ZMIRAZZBP,M.Phil. IMMUNOLOGY
ZMIRH1EPP,PG Non-Deg ENGIN NON-DEG
ZMIRL6U3P,M.Sc. BIOLOGICAL ANTH
ZMIRH1EFP,PG Non-Deg ENGIN RESRCH
ZMIRF3Z3P,M.Phil. INSTRUMENTATION
ZMIRV1U9P,M.A. HIST & SOC ANTH
ZMIRA1RFU,"M.B.,B.S. MEDIC (PRECLIN)"
ZMIRA32EU,L.M.S.S.A. MED(CLIN-LMSSA)
ZMIRA9K2P,PG Cert CMNTY DISABL ST
ZMIRC7Z5P,M.Phil. BIOCHEMISTRY
ZMIRF4UCP,M.Sc. ARC/HIST DISEASE
ZMIRCC54U,B.Sc. MICRO & GENET
ZMIRQ5U1P,M.A. MED CELTIC STUDS
ZMIRL32AU,B.Sc. (Intercal) MEDICAL SOCIOL
ZMIRH621U,M.Eng. ELEC &COMMS ENG
ZMIRH2E2P,Grad Dip NU MET PHOT/SURV
ZMIRJ645U,B.Eng. WARSHIP NAVARCH
ZMIRH604U,B.Eng. E ENG W OPTELEC
ZMIRC4Z6P,M.Phil. POPULN GENETICS
ZMIRV5U2P,M.Sc. HIST PHIL SCI
ZMIRH6GMU,M.Eng. ELEC W COMP EUR
ZMIRA9ZEP,M.Phil. GASTROENTEROLOGY
ZMIRM1Z3P,M.Phil. LEG &/OR POL THR
ZMIRA4Z6P,M.Phil. CLINICAL DENT
ZMIRA4E2P,DENTISTRY
ZMIRV600U,B.A. ARCHAEOLOGY
ZMIRK1EZP,Affil - Cat 1 BENV:LGHT LGHTG
ZMIRR800U,B.A. RUSSN LANG&LIT
ZMIRC8ZAP,M.Phil. PSYCHOLOGY
ZMIRB1U5P,M.Sc. PHYSIOLOGY
ZMIRA3EPP,PG Non-Deg MEDIC NON-DEG
ZMIRAZZOP,M.Phil. OPHTHALMOLOGY
ZMIRF5Z2P,M.Phil. ASTRONOMY
ZMIRC6Z4P,M.Phil. BIOINFORMATICS
ZMIRAZZCP,M.Phil. IMMUNOLOGY
ZMIRC7Z4P,M.Phil. BIOCHEMISTRY
ZMIRC200U,B.Sc. BOTANY
ZMIRC4Z3P,M.Phil. GENETICS
ZMIRA4EXP,Affil - Cat 1 CONSERVATV DENT
ZMIRT9BEU,Affil - Cat 1 COMPARATIVE LIT
ZMIRF3F6U,B.Sc. PHYS WITH GEOL
ZMIRV66EU,Affil - Cat 1 ARCHAEOLOGY
ZMIRA3ZWP,M.Phil. TUMOUR BIOLOGY
ZMIRF526U,B.Sc. ASTROPHYSICS
ZMIRV6U1P,M.A. ARCHAEOLOGY
ZMIRH3U7P,M.Sc. NON-DESTRC EVAL
ZMIRL8E1P,Affil - Cat 1 GEOGRAPHY
ZMIRK4E4P,Coll Dip URB STUD(DEV C)
ZMIRA4Z1P,M.Phil. ORAL MICRO/PATH
ZMIRC8Z3P,M.Phil. COGNITIVE SCI
ZMIRF4U6P,M.A. MUSM & HERTG STD
ZMIRK45EU,Coll Cert DEVEL PLANNING
ZMIRV9EPP,PG Non-Deg ARTS NON-DEG
ZMIR2423U,Intercoll LONDON HMS
ZMIRK4UPP,M.Sc. D&P:COSMO DEVEL
ZMIRR8Z1P,M.Phil. RUSSIAN
ZMIRQT96U,B.A. A.EGPT/SEM STUD
ZMIRH6N1U,B.Eng. ELEC W MAN STUD
ZMIRA3Z2P,M.Phil. CHEMICAL PATHOL
ZMIRJ60EU,Affil - Cat 1 NAVAL ARCHIT
ZMIRB1Z8P,M.Phil. NEUROSCIENCE
ZMIRH8Z1P,M.Phil. BIOCHEM ENG
ZMIRM3E3P,Coll Cert AIR & SPACE LAW
ZMIRA3UWP,M.Sc. CLIN PARASITOL
ZMIRC8ECP,Grad Dip CLIN HYPNOSIS
ZMIRA3EBP,RFHSM Dip TEACH BIOMED SCI
ZMIRAZZMP,M.D. CLIN RESRCH (MD)
ZMIRA3ELP,Coll Dip FORNSC PSYCH STD
ZMIRA3EDP,Coll Dip TRAV HLTH & MED
ZMIRB9EMP,PG Non-Deg MEDIC AUD CS
ZMIRX3E1P,Coll Dip HIGH ED RES&DEV
ZMIRV91EU,UG Non-Deg ARTS NON-DEG
ZMIRX9EBP,Coll Cert LEARN TECH RES
ZMIRM91EU,UG Non-Deg SOC STUD NON-DEG
ZMIRT94EU,UG Non-Deg ARTS AUD CS
ZMIRM9EMP,PG Non-Deg SOC STUD AUD CS
ZMIRP11EU,UG Non-Deg LIB/ARCH NON-DEG
ZMIRC8UFP,M.Sc. HYPN APP TO MED
ZMIRK9EMP,PG Non-Deg ARCH/ENV AUD CS
ZMIRT91EU,UG Non-Deg ARTS NON-DEG
ZMIRX5E2P,Coll Cert EDUC TEACH ARCHT
ZMIRY1EMP,PG Non-Deg SCIENCE AUD CS
