CRS_CODE,CRS_NAME
ZCP1E1P,COLL DIP ARCHIVE STUDIES
ZCP1E2P,COLL DIP LIB & INF STUDS
ZCQ1E4P,COLL DIP LINGUISTICS
ZCQ1E5P,COLL DIP PHONETICS
ZCW15EU,COLL DIP FINE ART
ZCQ3E2U,COLL CERT ENGLISH (SPEC)
ZCM9E1P,COLL CERT SOC RES (DEV C)
ZCP1E3P,COLL CERT ARCHIVE ADMIN
ZCP1E6P,COLL CERT O'S REC MAN & AA
ZCH5U1P,M.SC.-ENG ELECTRICAL ENG
ZCC8U4P,M.SC.-SCI HEALTH PSYCHOL
ZCA3UEP,M.SC.-MED CANCER SCIENCES
ZCA3U1P,M.SC.-MED CLINICAL BIOCHEM
ZCA4UAP,M.SC.-MED ORTHODONTICS
ZCK94EU,UG NON-DEG ARCH/ENV AUD CS
ZCB99EU,UG NON-DEG SPEECH THERAPY
ZCM31EU,UG NON-DEG AIR & SPACE LAW
ZCM34EU,UG NON-DEG LAWS AUD COURSE
ZCN91EU,UG NON-DEG TRANSPORT STUDS
ZCN92EU,UG NON-DEG TRANSPORT PLAN
ZCQ11EU,UG NON-DEG PHONETICS
ZCC8E2P,PG NON-DEG CLINICAL PSYCHOL
ZCM3E3P,COLL CERT AIR & SPACE LAW
ZCM3E4P,COLL CERT AIR LAW
ZCC8E6P,COLL DIP INTER-CULT THER
RAFPHISING07,Visiting Research: Philosophy
RAFPHLSING07,Visiting Research: Physiology
RAFPHYSING07,Visiting Research: Physics
RAFPSYSING07,Visiting Research: Psychology
RRDCLNSING02,Research Degree:  Clinical Neurosciences
RAFRUSSING07,Visiting Research: Russian Studies
RAFSTASING07,Visiting Research: Statistical Science
RAFTRNSING07,Visiting Research: Transport Studies
RAFURLSING07,Visiting Research: Urology
RAFMEDSING07,Visiting Research: Medicine
DDYPSYSECP06,DEdPsy Educational and Child Psychology
TMSIONSCNL06,MSc Clinical Neurology
TMSPHHSCAR01,MSc Advanced Cardiorespiratory Physiotherapy
TMAENGSLIN01,MA English Linguistics
TCPEDISRDP01,PG Cert Restorative Dental Practice
TCPICHSGHD01,PG Cert Global Health and Development
TPPEDISIMD01,PG Dip Implant Dentistry
UBSSTASSEF08,"BSc Statistics, Economics and Finance"
TAFMPHSING01,Affil - Cat 1 Medical Physics
TMSGEMSSVY01,MSc Surveying
TAFICSSING01,Affil - Centre for Intercultural Studs
TMSEDISORT09,MSc Orthodontics
TMCEDISORT09,MClinDent Orthodontics
TMSPHYSPLT01,MSc Planetary Science
TMSSPOSMEH01,"MSc Sports Medicine, Exercise and Health"
TPPSPOSMEH01,"PG Dip Sports Medicine, Exercise and Health"
TMSNANARGM01,MSc Nanotechnology and Regenerative Medicine
RAFSPASING07,Visiting Research: Spanish
TPPENGSMEL01,PG Dip Modern English Language
TPPENGSLIN01,PG Dip English Linguistics
TAFCANSING07,Affiliate Cancer Institute
RRDSECSING01,Research Degree: Security Science
RRDSECS4YR01,Research Degree: Security Science (4 year)
UBAPHIAECO09,BA Philosophy and Economics
UBAPHIAGRE09,BA Philosophy and Greek
UBAPHIAHAR09,BA Philosophy and History of Art
UACSUMSSCH13,UCL Summer School - Sessions One and Two
TMSHCISING16,MSc Human-Computer Interaction
TPPMANSSCI01,PG Dip Management Science
UMSPSYSING05,MSci Psychology
TPPENTSING01,PG Dip Entrepreneurship
TMSENTSING01,MSc Entrepreneurship
UBAPLSAEEA05,"BA Pol, Soc and East European Studies w a Yr Abrd"
UBAPLSAEES05,"BA Politics, Sociology and East European Studies"
RRDIGPSING01,Research Degree: Institute for Global Prosperity
RRDGEOSPRA01,Research Degree: Geography (practice-related)
TMAEDUSILI01,MA International Leadership in Inclusive Education
TPPLCHSING07,"PG Dip Language, Culture and History"
TMRCOMSVRE01,MRes Virtual Reality
TPPSRGSPNM01,PG Dip Pain Management
TMATRLSING16,MA Translation
TPPMANSCMP01,PG Dip Management of Complex Projects
TCPREMAEMP01,PG Cert Remote Sensing and Environmental Mapping
TMSSRMSING01,MSc Social Research Methods
UBSPSYWEDU05,BSc Psychology with Education
TCPPHTSMHR01,PG Cert Physical Therapy in Musculoskeletal Health
TMAEDUSNEU01,MA Educational Neuroscience
TMSENGAEDU01,MSc Engineering and Education
UAFHPSSING01,Affiliate History and Philosophy of Science
TMSARCSSPD17,MSc Space Syntax: Architecture and Cities
TPPPSYSCBE01,PG Dip Cognitive Behavioural Therapy
TCPMANSCMP01,PG Cert Management of Complex Projects
UBAPOLASEA16,"BA Politics, Sociology and East European Studies w"
TMSBCHSING01,MSc Behaviour Change
TCPLCHSING07,"PG Cert Language, Culture and History"
UACSUMSSCH12,UCL Summer School - Session Two
TCPSRGSAMI01,PG Cert Advanced Minimally-Invasive Surgery
TPPARCSMIP17,"PG Dip Infrastructure Planning, Appraisal and Deve"
RRDMHESEBC01,Research Degree: Evidence Based Child & Adoles MH
TCPEARSNHI17,PG Cert Natural Hazards for Insurers
TMSPCHWCLP01,MSc Paediatrics and Child Health with Clinical Pra
UPGNAVAMAR05,Graduate Diploma in Naval Architecture and Marine
TMSSRDSING01,MSc Space Risk and Disaster Reduction
UBSMEDAENG05,BSc Medical Sciences and Engineering
UMSMEDAENG05,MSci Medical Sciences and Engineering
TPPPHTSMHR01,PG Dip Physical Therapy in Musculoskeletal Healthc
UBAHPASING05,BA History and Politics of the Americas
TMSFINSING01,MSc Finance
TMSIONSCDL16,MSc Clinical Neurology
TPPPHYSSCO01,PG Dip Scientific Computing
TMSREMAEMP01,MSc Remote Sensing and Environmental Mapping
UBAITASDUA16,BA Italian Studies: UCL-Venice Double Degree
TCPPSYSCYW01,PG Cert CYP Psychological Wellbeing Practice
RRDARIANEU01,Research Degree: AI & Neurosci
UMSPSYALAN05,MSci Psychology and Language Sciences
TMSSDSAVIS01,MSc Spatial Data Science and Visualisation
TMSARLSTAM16,MSc Archaeological Science: Technology and Materia
TMRMPHABME01,MRes Medical Physics and Biomedical Engineering
TMSPOLSEPP18,MSc European Politics and Policy
UMNENGAARD05,MEng Engineering and Architectural Design
TPPPSYSLCB01,PG Dip Low Intensity Cognitive Behavioural Interv
TMSICHSICD01,MSc Infancy and Early Childhood Development
UEPINTSGLO01,iPgCE
TMSARCSMIP17,"MSc Infrastructure Planning, Appraisal and Develop"
UBAPOLASES16,"BA Politics, Sociology and East European Studies"
TCPIONSCND16,PG Cert Clinical Neurology
TMSICHSEDS01,MSc Health Economics and Decision Science
UBSPPEWABR05,"BSc Philosophy, Politics and Economics w Yr Abr"
TAFCARSING01,Affiliate Cardiovascular Science
UBAARLSPLA05,BA Archaeology with a Placement Year
XICRSDXXXX01,Intercoll RCSSD
TMSEDUSSSP01,MSc Systematic Reviews for Social Policy+Practice
RRDPRNSING01,Research Degree: Institute of Prion Diseases
TMAARCSSIP01,MA Situated Practice
RRDRDRSING01,Research Degree: Risk and Disaster Reduction
TPPREMAEMP01,PG Dip Remote Sensing and Environmental Mapping
TMSARCSHWS01,"MSc Health, Wellbeing and Sustainable Buildings"
TPPHCISING16,PG Dip Human-Computer Interaction
TCPHCISING16,PG Cert Human-Computer Interaction
TPPEDUSTRP01,PG Dip Teaching and Reflective Practice
TMSPHMSAPP16,MSc Advanced Pharmacy Practice
TMSCHESAPA01,MSc Applied Analytical Chemistry
TEPTFISPEY01,Teach First: Postgraduate Certificate in Education
TMRARCSSPL17,MRes Space Syntax: Architecture and Cities
TCPDATSRHB01,PG Cert Data Science for Research in Health & Bio
TMPARCSCPL01,MPlan City Planning
UACSUMSSCH11,UCL Summer School - Session One
TMSARCSCPL01,MSc City Planning
TPPARCSCPL01,PG Dip City Planning
TMHARCSDMA01,MArch Design for Manufacture
TMHARCSDPI01,MArch Design for Performance and Interaction
UMSPSYLANG01,MSci Psychology and Langauge Sciences
TMSSRGSAMI01,MS Advanced Minimally-Invasive Surgery
UMSPSYSING01,MSci Psychology
TDPTFISBUS01,PGDE Business Studies (Teach First)
TMAANTSCCE01,MA Creative and Collaborative Enterprise
TDPTFISGEO01,PGDE Geography (Teach First)
TDPTFISLAN01,PGDE Modern Foreign Languages (Teach First)
TDPTFISPRI01,PGDE Primary (Teach First)
TDPTFISCOM01,PGDE Computer Science (Teach First)
TDPTFISDTE01,PGDE Design and Technology (Teach First)
TDPTFISMUS01,PGDE Music (Teach First)
TDPTFISSCI01,PGDE Science (Teach First)
TDPTFISREE01,PGDE Religious Education (Teach First)
TCPEDUSSED01,National Award for Special Educational Needs Coord
TCPDEFSENG01,PG Cert Defence Systems Engineering
UBEECOSPLA05,BSc(Econ) Economics with a Placement Year
TMSPSYSSCI01,MSc Psychological Sciences
TMSARCSDBM01,MSc Digital Innovation Built Asset Management
UBSCANSBMD05,BSc Cancer Biomedicine
TMSSRGSPNM01,MSc Pain Management
UAFPOPSING01,Affiliate: Population Health
TCPEARSNAH17,PG Cert Natural Hazards
TPPBCHSING01,PG Dip Behaviour Change
TCPBCHSING01,PG Cert Behaviour Change
TCPENTSING01,PG Cert Entrepreneurship
UBAHPAWABR05,BA History and Politics of the Americas w Yr Abr
UBSCOMSYRI18,BSc Computer Science (with Year in Industry)
UBSMBMSYRI18,BSc Bioprocessing of New Medicines (Business and M
UBNMECSYRI18,BEng Engineering (Mechanical with Year in Industry
UBNBFNSYRI18,BEng Engineering (Mechanical with Business Finance
UBNEENSYRI18,BEng Engineering (Electronic and Electrical with Y
UBNCIVSYRI18,BEng Engineering (Civil with Year in Industry)
UBNCENSYRI18,BEng Engineering (Chemical with Year in Industry)
UBNBMDSYRI18,BEng Engineering (Biomedical with Year in Industry
TMPIPPSING01,"MPA Innovation, Public Policy and Public Value"
TMSGMNSYRI18,MSc Global Management of Natural Resources (Yr In
UBAARLSEGY19,BA The Archaeology of Egypt and Sudan
TPPOPHSPRA19,PG Dip Clinical Ophthalmic Practice
TMREDUSSRE19,MRes Social Research
UMSBOCSIND05,MSci Biochemistry with Year in Industry
TPPMUSAGAL01,PG Dip Museum and Gallery Practice
TCPMUSAGAL01,PG Cert Museum and Gallery Practice
DDEEDUSCUL14,EdD in Education
DDEEDUSEDP14,EdD in Education
TPPWMNSHLT01,PG Dip Women's Health
UBSPOLAINT18,BSc Politics and International Relations
UBAFREARUS18,BA French and Russian
UBAFREAENG18,BA French and English
UBEECOSING18,BSc(Econ) Economics
UBAGREWLAT18,BA Greek with Latin
UBASCASVIK18,BA Viking Studies
UBSEARSPAL18,BSc Palaeobiology
UMNBMDSING18,MEng Engineering (Biomedical)
UBAINTSSPS18,BA International Social and Political Studies
UBABULAEES18,BA Bulgarian and East European Studies
UBSHSCWABR05,BSc Human Sciences with Study Abroad
TEPSCTSARD01,PGCE Art and Design (SCITTS)
TPPICHSICD01,PG Dip Infancy and Early Childhood Development
UBAHEBAICE06,BA Hebrew and Icelandic
UBAHEBAITA06,BA Hebrew and Italian
UBAHEBALAT06,BA Hebrew and Latin
UBAHEBANOR06,BA Hebrew and Norwegian
UBAHEBASRB06,BA Hebrew and Serbian/Croatian
UBAHEBASLO06,BA Hebrew and Slovak
UBAHEBAUKR06,BA Hebrew and Ukrainian
UBAHEBWFLM06,BA Hebrew with Film Studies
UBAHUNAYID06,BA Hungarian and Yiddish
UBAICEAITA06,BA Icelandic and Italian
UBAICEAPOR06,BA Icelandic and Portuguese
UBAITAAHAR06,BA Italian and History of Art
UBAITAAMAN06,BA Italian and Management Studies
UBAITAANOR06,BA Italian and Norwegian
UBAITAAPHI06,BA Italian and Philosophy
UBAITAAPOR06,BA Italian and Portuguese
UBAITAASWE06,BA Italian and Swedish
TMREDUSSOR01,MRes Social Research
TEPPCFSING19,PGCE Post Compulsory
UAFSTSSING19,Affiliate Sociology and Politics of Science
UBAHSEAJEW19,BA History (Central & East Euro) & Jewish Stu w YA
UBAHSEACJS19,BA History (Central and East European) and Jewish
UMSMPHSING18,MSci Medical Physics
UBAGERAYID18,BA German and Yiddish
UBSEARSING18,BSc Earth Sciences
UBLLAWSEFL18,LLB English and French Law
UMSMATWMPH18,MSci Mathematics with Mathematical Physics
UBALNGSMOD18,BA Modern Languages
UBADANAITA18,BA Danish and Italian
UBADANASLO18,BA Danish and Slovak
TEPSCTSRED01,PGCE Religious Education (SCITTS)
TEPSCTSSCC01,PGCE Science: Chemistry (SCITTS)
TEPSCTSSCP01,PGCE Science: Physics (SCITTS)
TEPSCTSSSC01,PGCE Social Science (SCITTS)
TMSIBSSDOP19,MSc Smart Buildings and Digital Engineering
RRDSCCS4WZ01,"Wellcome Trust Structural, Computational Chemical"
UMSCHESING18,MSci Chemistry
UBAHISSING18,BA History
UBADUTAPHI18,BA Dutch and Philosophy
UMNCENWABR18,MEng Chemical Engineering with Study Abroad
UBAPLSAEES18,"BA Politics, Sociology and East European Studies"
UBAHUNAICE18,BA Hungarian and Icelandic
UBAITAASLO18,BA Italian and Slovak
UBASCAAPHI18,BA Scandinavian Studies and Philosophy
TMSACOAOPH01,MSc Advanced Clinical Optometry and Ophthalmology
TEPSCTSBSS01,PGCE Business (SCITTS)
TPPACOAOPH01,PG Dip Advanced Clinical Optometry & Ophthalmology
TCPACOAOPH01,PG Cert Advanced Clinical Optometry&Ophthalmology
UBANORAPOR06,BA Norwegian and Portuguese
UBAITAAUKR06,BA Italian and Ukrainian
UBANORAPOL06,BA Norwegian and Polish
UBAPOLAYID06,BA Polish and Yiddish
UBANORAROM06,BA Norwegian and Romanian
UBANORARUS06,BA Norwegian and Russian
UBAPOLASWE06,BA Polish and Swedish
UBASCAAHAR06,BA Scandinavian Studies and History of Art
UBASCAALAT06,BA Scandinavian Studies and Latin
UBASCAWMAN06,BA Scandinavian Studies with Management Studies
UBASRBAPOR06,BA Serbian/Croatian and Portuguese
UBASRBASWE06,BA Serbian/Croatian and Swedish
UBASRBAYID06,BA Serbian/Croatian and Yiddish
UBASWEAPOR06,BA Swedish and Portuguese
UBAUKRAPOR06,BA Ukrainian and Portuguese
TAFNANSEEN01,Affiliate Nanotechnology
UCECLASING01,Cert HE Classical World
TMSAIDSEPI01,MSc Applied Infectious Disease Epidemiology
TMAARCSLAN01,MA Landscape Architecture
TMLARCSLAN01,MLA Landscape Architecture
TEPSCTSMAM01,PGCE Mathematics (SCITTS)
TMSOPHSPRA19,MSc Clinical Ophthalmic Practice
UBSHPSSABR05,BSc History and Philosophy of Science with Study A
TCPWMNSHLT01,PG Cert Women's Health
UBIMEDSONC01,
UBADUTAICE18,BA Dutch and Icelandic
UBAPOLASWE18,BA Polish and Swedish
UBASCAAHAR18,BA Scandinavian Studies and History of Art
UBAHEBAICE18,BA Hebrew and Icelandic
UBALINSINT18,BA Linguistics (International Programme)
UBSANASDEV18,BSc Anatomy and Developmental Biology
TPPGESSING01,PG Dip Geospatial Sciences
TCPPHMSGPP01,PG Cert General Pharmacy Practice (Prescribing)
RRDLIHSING01,Research Degree: Lifelong Health
RDMCLISIGH01,MD(Res) Clinical Research
UMSEARSINT18,MSci Earth Sciences (International Programme)
UBACZEAEES18,BA Czech (with Slovak) and East European Studies
UBAGERSING18,BA German
UBAFREAROM18,BA French and Romanian
UMSMEDSIAE18,MSci Medical Innovation and Enterprise
UBAHISWEUR18,BA History with a European Language
UBEECOSABR18,BSc(Econ) Economics with a Year Abroad
UBACZEANOR18,BA Czech and Norwegian
UBLLAWSADV18,LLB Law with Advanced Studies
UBACZEASPA18,BA Czech and Spanish
UMSMEDSIAE05,MSci Medical Innovation and Enterprise
TPPENSDAAN01,PG Diploma Energy Systems and Data Analytics (ESDA
TPPTRLSSTD01,PG Dip Translation: Translation Studies
TMAEDUSHES01,MA Higher Education Studies
TMSEDISRDP18,MSc Restorative Dental Practice (3 years)
TPPARCSHFA01,PG Dip Healthcare Facilities
TCPARCSHFA01,PG Cert Healthcare Facilities
RRDANTSPBL01,Research Degree: Anthropology (Practice-related an
RAFSTESING01,Visiting Research: STEaPP
UMSARCSING19,MSci Architecture
TMSARCSHUD01,MSc Health in Urban Development
UMSINFSYRI18,MSci Information Management for Business (with Ye)
TMSBANSDFI01,MSc Banking and Digital Finance
TMSMEDSPNT01,MSc Personalised Medicine and Novel Therapies
TMSEDISPED01,MSc Periodontology (Distance Learning)
TMSOPHSING19,MSc Ophthalmology
TMHARCSBID01,MArch Bio-Integrated Design
UAFSSCSING01,Affiliate Social Sciences
TMSARCSHFA01,MSc Healthcare Facilities
UBAHARWMST19,"BA History of Art, Materials and Technology"
TMSARCSLEN19,MSc Learning Environments
UBSSECPROP18,BSc Professional Policing
UBAPOLAROM18,BA Polish and Romanian
UBALNGSANC18,BA Ancient Languages
UBASCAALAT18,BA Scandinavian Studies and Latin
UBADUTASRB18,BA Dutch and Serbian/Croatian
UBAGERAPOL18,BA German and Polish
UBACZEAHUN18,BA Czech and Hungarian
UMSPHYSTPH18,MSci Theoretical Physics
UBSSTASING18,BSc Statistics
UBAROMAPOR18,BA Romanian and Portuguese
UBSSQMSABR05,BSc Social Sciences with Quantitative Methods Y Ab
DDEEDUSCUR14,EdD in Education
DDEEDUSPSY14,EdD in Education
TEPSCTSCOM01,PGCE Computing (SCITTS)
TEPSCTSGEG01,PGCE Geography (SCITTS)
TEPSCTSPHE01,PGCE Physical Education (SCITTS)
TEPSCTSSCB01,PGCE Science: Biology (SCITTS)
TEPSCTSMUS01,PGCE Music (SCITTS)
UBSMATSING18,BSc Mathematics
UBAHISAEGY18,BA Ancient History and Egyptology
UBADUTWFLM18,BA Dutch with Film Studies
UBSBOLSING18,BSc Biological Sciences
UMNEENWCME18,MEng Electronic Engineering with Commncs Eng
UBAICEASLO18,BA Icelandic and Slovak
TMSURBSRAI01,MSc Urban Railways
UBAFREWMAN05,BA French with Management Studies
TCPPHYAEIM10,PG Cert Physics and Engineering in Medicine
UBABULAFRE06,BA Bulgarian and French
UBAFREASPA06,BA French and Spanish
UBADUTASPA06,BA Dutch and Spanish
UBAFINASPA06,BA Finnish and Spanish
UBAHUNASPA06,BA Hungarian and Spanish
UBAICEASPA06,BA Icelandic and Spanish
UBANORASPA06,BA Norwegian and Spanish
UBAPOLASPA06,BA Polish and Spanish
UBAROMASPA06,BA Romanian and Spanish
UBARUSASPA06,BA Russian and Spanish
UBASLOASPA06,BA Slovak and Spanish
UBASPAAPOR06,BA Spanish and Portuguese
UBACZEAHUN06,BA Czech and Hungarian
UBADANAFIN06,BA Danish and Finnish
UBADANAHUN06,BA Danish and Hungarian
UBAFINAUKR06,BA Finnish and Ukrainian
UBAHUNAROM06,BA Hungarian and Romanian
TCPARCSSPL01,PG Cert Spatial Planning
TMSCPESYRI18,MSc Chemical Process Engineering (Year in Industry
UBARUSASLO06,BA Russian and Slovak
UBAFINAITA06,BA Finnish and Italian
UBAGERAROM06,BA German and Romanian
UBAHEBAYID06,BA Hebrew and Yiddish
UBANORASRB06,BA Norwegian and Serbian/Croatian
UBASLOASWE06,BA Slovak and Swedish
UMNEENWNAN18,MEng Electronic Engineering with Nanotechnology
UBSMATACOM18,BSc Mathematics and Computer Science
UBSBOCSMOL18,BSc Molecular Biology
UBSSTASSEL18,"BSc Statistics, Economics and a Language"
UBACZEAHEB18,BA Czech and Hebrew
UBAEULSING18,BA European Languages
UBAFINAUKR18,BA Finnish and Ukrainian
TPPPHSSING01,PG Dip Population Health
UBAITAASPA18,BA Italian and Spanish
UBNEENWCOM18,BEng Electronic Engineering with Computer Sci
UBAFREAAAL18,BA French and an Asian or African Language
UBASPSSING18,BA Social and Political Studies
UBASWEAYID18,BA Swedish and Yiddish
UBSMATWMPH18,BSc Mathematics with Mathematical Physics
UBNMECSING18,BEng Engineering (Mechanical)
UBAUKRAPOR18,BA Ukrainian and Portuguese
UBAHSEWABR18,BA History with a Year Abroad
UBAESPSDUA18,BA European Social and Political Studies: Dual Deg
UBAFREAHEB18,BA French and Hebrew
TAFELCSING01,PG Affiliate SELCS
TDPTFISENG01,PGDE English (Teach First)
TDPTFISHIS01,PGDE History (Teach First)
TDPTFISMAT01,PGDE Mathematics (Teach First)
UBAHUNASRB06,BA Hungarian and Serbian/Croatian
UBAFINANOR06,BA Finnish and Norwegian
UBAFINAPOR06,BA Finnish and Portuguese
UBAFINASWE06,BA Finnish and Swedish
UBAGERAHUN06,BA German and Hungarian
UBAGERAPOL06,BA German and Polish
UBAGERASRB06,BA German and Serbian/Croatian
UBAGERASLO06,BA German and Slovak
UBAGERAUKR06,BA German and Ukrainian
UBAHUNAICE06,BA Hungarian and Icelandic
UBAHUNAITA06,BA Hungarian and Italian
UBAHUNANOR06,BA Hungarian and Norwegian
TMSIBSSDOP01,MSc Integrated Building Systems Design & Operation
UBAINTSSPS05,BA International Social and Political Studies
RRDPLSSESB01,Research Degree: Leverhulme Doctoral Training Prog
TPPHINSMAN01,PG Dip Health Informatics
UBSPLNAREE19,BSc Urban Planning and Real Estate
TMSCOMSDDI19,"MSc Disability, Design and Innovation"
TCPLIBSINQ01,PG Cert Library and Information Studies
UBSARCSAIA18,BSc Architectural and Interdisciplinary Stds WYA
UBSARCSUDM18,"BSc Urban Planning, Design and Management"
UBNCIVSING18,BEng Engineering (Civil)
UBASPAAHAR18,BA Spanish and History of Art
UBAHEBASRB18,BA Hebrew and Serbian/Croatian
UBADUTAENG18,BA Dutch and English
UBSMEDSIAE05,BSc Medical Innovation and Enterprise
UBABULAHEB06,BA Bulgarian and Hebrew
UBABULAYID06,BA Bulgarian and Yiddish
UBACZEAFRE06,BA Czech and French
UBADANAFRE06,BA Danish and French
UBADUTAFRE06,BA Dutch and French
UBAFINAFRE06,BA Finnish and French
UBAFREAENG06,BA French and English
UBAFREAGER06,BA French and German
UBAFREAHEB06,BA French and Hebrew
UBAFREAHAR06,BA French and History of Art
UBAFREAHUN06,BA French and Hungarian
UBAFREAICE06,BA French and Icelandic
UBAFREAITA06,BA French and Italian
UBAFREALAT06,BA French and Latin
UBAFREANOR06,BA French and Norwegian
UBAFREAPHI11,BA French and Philosophy
UBAFREAPOL06,BA French and Polish
UBAFREAPOR06,BA French and Portuguese
UBAFREAROM06,BA French and Romanian
UBAFREARUS06,BA French and Russian
TMSDATSHDA01,MSc Health Data Analytics
TCPDATSRHB18,PG Cert Health Data Science
TPPEXASIMA01,PG Dip in Education (Muslim Societies And Civilisa
UBAHUNAPOR06,BA Hungarian and Portuguese
UBAHUNASWE06,BA Hungarian and Swedish
UBAICEAPOL06,BA Icelandic and Polish
UBAICEARUS06,BA Icelandic and Russian
UBAICEASRB06,BA Icelandic and Serbian/Croatian
UBAICEASLO06,BA Icelandic and Slovak
UBAICEAUKR06,BA Icelandic and Ukrainian
UBAITAAPOL06,BA Italian and Polish
UBAITAAROM06,BA Italian and Romanian
UBAITAARUS06,BA Italian and Russian
UBAITAASRB06,BA Italian and Serbian/Croatian
UBACZEAHEB06,BA Czech and Hebrew
UBADANAYID06,BA Danish and Yiddish
UBADUTAHEB06,BA Dutch and Hebrew
UBADANADUT06,BA Danish and Dutch
UBADUTAYID06,BA Dutch and Yiddish
TMSGEOSAQS19,"MSc Aquatic Conservation, Ecology and Restoration"
UBAHUNAUKR18,BA Hungarian and Ukrainian
UBLLAWSALS18,LLB Law with Another Legal System
UBAITASING18,BA Italian
UBACLAWABR18,BA Classics with Study Abroad
UBACZEAPOR18,BA Czech and Portuguese
UBAITASDUA18,BA Italian Studies: UCL-Venice Double Degree
UBSBIPSMBM18,BSc Bioprocessing of New Medicines (Bus & Man)
UBANORASPA18,BA Norwegian and Spanish
UBSGENSING18,BSc Genetics
UBAICEAUKR18,BA Icelandic and Ukrainian
UBASPAALAS18,BA Spanish and Latin American Studies
UBAHEBARUS18,BA Hebrew and Russian
UBSIFCAIMM05,BSc Infection and Immunity
TMSENSDAAN01,MSc Energy Systems and Data Analytics (ESDA)
TEPSCTSECO01,PGCE Economics (SCITTS)
TEPSCTSHIT01,PGCE History (SCITTS)
UBAFREASRB06,BA French and Serbian/Croatian
UBAFREASLO06,BA French and Slovak
UBAFREASWE06,BA French and Swedish
UBAFREAUKR06,BA French and Ukrainian
UBAFREAYID06,BA French and Yiddish
UBAFREWFLM06,BA French with Film Studies
UBAGERAHEB06,BA German and Hebrew
UBAGERAYID06,BA German and Yiddish
UBAICEAYID06,BA Icelandic and Yiddish
UBAITAAYID06,BA Italian and Yiddish
UBANORAYID06,BA Norwegian and Yiddish
UBAROMAYID06,BA Romanian and Yiddish
UBARUSAYID06,BA Russian and Yiddish
UBASLOAYID06,BA Slovak and Yiddish
UBASPAAHAR06,BA Spanish and History of Art
UBASPAALAT06,BA Spanish and Latin
UBASPAAPHI06,BA Spanish and Philosophy
TPPRESSSUS18,"PG Dip Sustainable Resources: Economics, Policy an"
TCPARCSIPL01,PG Cert International Planning
TEPSCTSMFL01,PGCE Modern Foreign Languages (SCITTS)
TCPICHSICD01,PG Cert Infancy and Early Childhood Development
UBADUTAENG06,BA Dutch and English
UBAFINAHEB06,BA Finnish and Hebrew
UBADUTAGER06,BA Dutch and German
UBADUTAHAR06,BA Dutch and History of Art
UBADUTAICE06,BA Dutch and Icelandic
UBADUTAITA06,BA Dutch and Italian
UBADUTANOR06,BA Dutch and Norwegian
UBADUTAPHI06,BA Dutch and Philosophy
UBADUTAPOR06,BA Dutch and Portuguese
UBAFINAYID06,BA Finnish and Yiddish
UBAGERAENG06,BA German and English
UBAGERAHAR06,BA German and History of Art
UBAHEBAPOL06,BA Hebrew and Polish
UBAHEBAROM06,BA Hebrew and Romanian
UBAHEBARUS06,BA Hebrew and Russian
UBAHEBASWE06,BA Hebrew and Swedish
RRDPHYSDIS01,Research Degree: Data Intensive Science (4 years)
RRDDSCSING01,Research Degree: Developmental & Stem Cell Biology
TEPSCTSPRM01,PGCE Primary (SCITTS)
RRDIPPSING18,Research Degree: Innovation and Public Policy
UBADANAYID18,BA Danish and Yiddish
UMSEARSPLS18,MSci Planetary Science
UBSARCSARC18,BSc Architectural Studies
UBSHPSSING18,BSc History and Philosophy of Science
UBADANAPOR18,BA Danish and Portuguese
UBAGERASPA18,BA German and Spanish
UBACZEASRB18,BA Czech and Serbian/Croatian
UBASWEAPOR18,BA Swedish and Portuguese
UBSARCSING18,BSc Architecture
UBSCANSBMD18,BSc Cancer Biomedicine
UBSMEDSSAE05,BSc Sport and Exercise Medical Sciences
TAFPLNSARC01,Affil - Cat 1 Planning
TMSTRAAORT18,MSc Orthopaedics
UBASPAWFLM06,BA Spanish with Film Studies
UBASPAAUKR06,BA Spanish and Ukrainian
UBASPAAYID06,BA Spanish and Yiddish
UBASPAWMAN06,BA Spanish with Management Studies
UBASWEAYID06,BA Swedish and Yiddish
UBAUKRAYID06,BA Ukrainian and Yiddish
UBABULASPA06,BA Bulgarian and Spanish
UBACZEASPA06,BA Czech and Spanish
UBADANASPA06,BA Danish and Spanish
UBAGERASPA06,BA German and Spanish
UBAHEBASPA06,BA Hebrew and Spanish
UBAITAASPA06,BA Italian and Spanish
UBASRBASPA06,BA Serbian/Croatian and Spanish
UBASPAASWE06,BA Spanish and Swedish
UBABULACZE06,BA Bulgarian and Czech
UBABULAFIN06,BA Bulgarian and Finnish
UBABULAHUN06,BA Bulgarian and Hungarian
TMFANTSCDP01,MFA Creative Documentary by Practice
TMSDATSINT01,MSc Data Science (International)
TMSIMLSSYS01,MSc Integrated Machine Learning Systems
UBAITAAJEW06,BA Italian and Jewish Studies
UBAITAALAT06,BA Italian and Latin
UBAITAWFLM06,BA Italian with Film Studies
UBAITAASLO06,BA Italian and Slovak
UBANORASLO06,BA Norwegian and Slovak
UBANORAUKR06,BA Norwegian and Ukrainian
UBAPOLAPOR06,BA Polish and Portuguese
UBAROMAPOR06,BA Romanian and Portuguese
UBAROMASWE06,BA Romanian and Swedish
UBARUSAPOR06,BA Russian and Portuguese
UBASCAAENG06,BA Scandinavian Studies and English
UBARUSASWE06,BA Russian and Swedish
